cartoon_title,character,start_year,end_year
Teamo Supremo,Jean,2002,2004
Teamo Supremo,Mr. Paulsen,2002,2004
Teamo Supremo,Patience,2002,2004
Teamo Supremo,Technor,2002,2004
Teen Titans,Beast Boy,2003,2006
Teen Titans,Cinderblock,2003,2006
Teen Titans,Cyborg,2003,2006
Teen Titans,Raven,2003,2006
Teen Titans,Robin,2003,2006
Teen Titans,Slade,2003,2006
Teen Titans,Starfire,2003,2006
Teen Titans,Terra,2003,2006
Teen Titans,Trigon,2003,2006
Teen Titans Go!,Beast Boy,2013,2013
Teen Titans Go!,Bumblebee,2013,2013
Teen Titans Go!,Cyborg,2013,2013
Teen Titans Go!,Gizmo,2013,2013
Teen Titans Go!,Raven,2013,2013
Teen Titans Go!,Robin,2013,2013
Teen Titans Go!,Santa Claus,2013,2013
Teen Titans Go!,Starfire,2013,2013
Teen Titans Go!,Trigon,2013,2013
Teen Wolf,Boof,1986,1988
Teen Wolf,Chubs,1986,1988
Teen Wolf,"Freida, the housekeeper",1986,1988
Teen Wolf,Grandma,1986,1988
Teen Wolf,Grandpa,1986,1988
Teen Wolf,Harold Howard,1986,1988
Teen Wolf,Mayor Marconi,1986,1988
Teen Wolf,Mick,1986,1988
Teen Wolf,Scott Howard,1986,1988
Teen Wolf,Stiles,1986,1988
Teenage Euthanasia,Baba,2021,2021
Teenage Euthanasia,Euthanasia 'Annie' Fantasy,2021,2021
Teenage Euthanasia,Trophy Fantasy,2021,2021
Teenage Euthanasia,Uncle Pete,2021,2021
Teenage Mutant Ninja Turtles,April O'Neil,1987,1996
Teenage Mutant Ninja Turtles,Donatello,1987,1996
Teenage Mutant Ninja Turtles,Irma Langinstein,1987,1996
Teenage Mutant Ninja Turtles,Krang,1987,1996
Teenage Mutant Ninja Turtles,Leonardo,1987,1996
Teenage Mutant Ninja Turtles,Michelangelo,1987,1996
Teenage Mutant Ninja Turtles,Raphael,1987,1996
Teenage Mutant Ninja Turtles,Shredder,1987,1996
Teenage Mutant Ninja Turtles,Splinter,1987,1996
Tender Touches,Assistant,2017,2017
Tender Touches,Axolotl,2017,2017
Tender Touches,Charlene,2017,2017
Tender Touches,Curtis,2017,2017
Tender Touches,Dr. Bismol,2017,2017
Tender Touches,Michelle,2017,2017
Tender Touches,Michelle - Operetta,2017,2017
Tender Touches,Steve,2017,2017
Tender Touches,Verna,2017,2017
Tender Touches,Verna - Operetta,2017,2017
Tengen toppa gurren lagann,Kamina,2007,2008
Tengen toppa gurren lagann,Kiyal,2007,2008
Tengen toppa gurren lagann,Kunba,2007,2008
Tengen toppa gurren lagann,Leeron Littner,2007,2008
Tengen toppa gurren lagann,Nia Teppelin,2007,2008
Tengen toppa gurren lagann,Old Nia Teppelin,2007,2008
Tengen toppa gurren lagann,Rossiu,2007,2008
Tengen toppa gurren lagann,Simon,2007,2008
Tengen toppa gurren lagann,Viral,2007,2008
Terra Formars,Akari Hizamaru,2014,2014
Terra Formars,Alex Kandori Stewart,2014,2014
Terra Formars,Michelle K. Davis,2014,2014
Terra Formars,Shokichi Komachi,2014,2014
Terra Formars,Shoukichi Komachi,2014,2014
Terra Formars,Yaeko Yanasegawa,2014,2014
Texhnolyze,Bunken Kohakura,2003,2003
Texhnolyze,Doc,2003,2003
Texhnolyze,Haruhiko Toyama,2003,2003
Texhnolyze,Ichise,2003,2003
Texhnolyze,Inui,2003,2003
Texhnolyze,Keigo Onishi,2003,2003
Texhnolyze,Ran,2003,2003
Texhnolyze,Shinji,2003,2003
That Time I Got Reincarnated as a Slime,Benimaru,2018,2018
That Time I Got Reincarnated as a Slime,Gobta,2018,2018
That Time I Got Reincarnated as a Slime,Great Sage,2018,2018
That Time I Got Reincarnated as a Slime,Ranga,2018,2018
That Time I Got Reincarnated as a Slime,Rigurd,2018,2018
That Time I Got Reincarnated as a Slime,Rimuru,2018,2018
That Time I Got Reincarnated as a Slime,Shion,2018,2018
The 13 Ghosts of Scooby-Doo,Announcers,1985,1986
The 13 Ghosts of Scooby-Doo,Ernestine Brewski,1985,1986
The 13 Ghosts of Scooby-Doo,Flim Flam,1985,1986
The 13 Ghosts of Scooby-Doo,Ghoulio,1985,1986
The 13 Ghosts of Scooby-Doo,Kangaroo Waitress,1985,1986
The 13 Ghosts of Scooby-Doo,Lousy Lizard,1985,1986
The 13 Ghosts of Scooby-Doo,Maldor the Malevolent,1985,1986
The 13 Ghosts of Scooby-Doo,Nicara,1985,1986
The 13 Ghosts of Scooby-Doo,Vaccu-Spook Auctioneer,1985,1986
The 13 Ghosts of Scooby-Doo,Wanda Brewski,1985,1986
The 7D,Bashful,2014,2016
The 7D,Doc,2014,2016
The 7D,Dopey,2014,2016
The 7D,Grim,2014,2016
The 7D,Grumpy,2014,2016
The 7D,Happy,2014,2016
The 7D,Lord Starchbottom,2014,2016
The 7D,Queen Delightful,2014,2016
The 7D,Sleepy,2014,2016
The 7D,Sneezy,2014,2016
The Addams Family,Cousin Itt,1973,1973
The Addams Family,Gomez Addams,1973,1973
The Addams Family,Lurch,1973,1973
The Addams Family,Morticia Addams,1973,1973
The Addams Family,Pugsley Addams,1973,1973
The Addams Family,Uncle Fester,1973,1973
The Addams Family,Wednesday Addams,1973,1973
The Adventures of Gulliver,Bunko,1968,1969
The Adventures of Gulliver,Captain Leech,1968,1969
The Adventures of Gulliver,Eager,1968,1969
The Adventures of Gulliver,Flirtacia,1968,1969
The Adventures of Gulliver,Gary Gulliver,1968,1969
The Adventures of Gulliver,Glum,1968,1969
"The Adventures of Jimmy Neutron, Boy Genius",Carl Wheezer,2002,2006
"The Adventures of Jimmy Neutron, Boy Genius",Cindy Vortex,2002,2006
"The Adventures of Jimmy Neutron, Boy Genius",Goddard,2002,2006
